filename,input_seq,target_seq
00517.png,"10,0,0,2,2","0,0,2,2,11"
00518.png,"10,5,3,5,3","5,3,5,3,11"
00519.png,"10,2,5,2,8","2,5,2,8,11"
00520.png,"10,4,6,6,2","4,6,6,2,11"
00521.png,"10,7,7,7,0","7,7,7,0,11"
00522.png,"10,2,2,8,2","2,2,8,2,11"
00523.png,"10,4,1,6,8","4,1,6,8,11"
00524.png,"10,4,9,4,1","4,9,4,1,11"
00525.png,"10,7,3,3,6","7,3,3,6,11"
00526.png,"10,4,3,9,0","4,3,9,0,11"
00527.png,"10,5,8,7,3","5,8,7,3,11"
00528.png,"10,6,2,6,0","6,2,6,0,11"
00529.png,"10,6,2,4,5","6,2,4,5,11"
00530.png,"10,3,2,9,0","3,2,9,0,11"
00531.png,"10,4,1,6,3","4,1,6,3,11"
00532.png,"10,9,4,1,3","9,4,1,3,11"
00533.png,"10,8,9,3,7","8,9,3,7,11"
00534.png,"10,3,0,5,0","3,0,5,0,11"
00535.png,"10,7,8,1,0","7,8,1,0,11"
00536.png,"10,6,9,3,4","6,9,3,4,11"
00537.png,"10,9,2,7,3","9,2,7,3,11"
00538.png,"10,6,2,3,6","6,2,3,6,11"
00539.png,"10,4,1,0,1","4,1,0,1,11"
00540.png,"10,0,3,9,1","0,3,9,1,11"
00541.png,"10,8,5,8,6","8,5,8,6,11"
00542.png,"10,4,0,0,4","4,0,0,4,11"
00543.png,"10,1,0,3,6","1,0,3,6,11"
00544.png,"10,8,6,4,0","8,6,4,0,11"
00545.png,"10,6,8,3,3","6,8,3,3,11"
00546.png,"10,7,3,2,2","7,3,2,2,11"
00547.png,"10,3,8,5,9","3,8,5,9,11"
00548.png,"10,9,9,1,0","9,9,1,0,11"
00549.png,"10,6,3,3,9","6,3,3,9,11"
00550.png,"10,6,3,1,4","6,3,1,4,11"
00551.png,"10,3,9,4,7","3,9,4,7,11"
00552.png,"10,3,7,1,0","3,7,1,0,11"
00553.png,"10,9,0,0,1","9,0,0,1,11"
00554.png,"10,7,5,4,9","7,5,4,9,11"
00555.png,"10,2,7,9,2","2,7,9,2,11"
00556.png,"10,1,8,7,5","1,8,7,5,11"
00557.png,"10,1,0,9,5","1,0,9,5,11"
00558.png,"10,7,3,9,3","7,3,9,3,11"
00559.png,"10,4,0,4,6","4,0,4,6,11"
00560.png,"10,3,3,3,7","3,3,3,7,11"
00561.png,"10,1,6,7,9","1,6,7,9,11"
00562.png,"10,5,5,8,9","5,5,8,9,11"
00563.png,"10,8,2,2,0","8,2,2,0,11"
00564.png,"10,0,4,6,6","0,4,6,6,11"
00565.png,"10,1,8,9,9","1,8,9,9,11"
00566.png,"10,0,4,5,2","0,4,5,2,11"
00567.png,"10,7,3,3,8","7,3,3,8,11"
00568.png,"10,1,6,2,3","1,6,2,3,11"
00569.png,"10,7,5,0,0","7,5,0,0,11"
00570.png,"10,2,1,3,1","2,1,3,1,11"
00571.png,"10,3,4,7,5","3,4,7,5,11"
00572.png,"10,5,2,4,1","5,2,4,1,11"
00573.png,"10,3,3,0,2","3,3,0,2,11"
00574.png,"10,0,5,4,5","0,5,4,5,11"
00575.png,"10,4,6,9,9","4,6,9,9,11"
00576.png,"10,0,1,7,5","0,1,7,5,11"
00577.png,"10,1,8,7,5","1,8,7,5,11"
00578.png,"10,4,7,5,1","4,7,5,1,11"
00579.png,"10,8,1,0,7","8,1,0,7,11"
00580.png,"10,6,2,4,3","6,2,4,3,11"
00581.png,"10,7,9,5,9","7,9,5,9,11"
00582.png,"10,1,9,1,6","1,9,1,6,11"
00583.png,"10,9,5,1,9","9,5,1,9,11"
00584.png,"10,6,5,9,8","6,5,9,8,11"
00585.png,"10,7,8,9,6","7,8,9,6,11"
00586.png,"10,0,9,7,0","0,9,7,0,11"
00587.png,"10,3,0,7,8","3,0,7,8,11"
00588.png,"10,8,7,6,9","8,7,6,9,11"
00589.png,"10,6,1,4,5","6,1,4,5,11"
00590.png,"10,0,9,3,2","0,9,3,2,11"
00591.png,"10,2,8,2,1","2,8,2,1,11"
00592.png,"10,0,8,1,9","0,8,1,9,11"
00593.png,"10,4,6,4,3","4,6,4,3,11"
00594.png,"10,7,9,0,6","7,9,0,6,11"
00595.png,"10,0,0,2,4","0,0,2,4,11"
00596.png,"10,9,8,4,4","9,8,4,4,11"
00597.png,"10,8,1,8,7","8,1,8,7,11"
00598.png,"10,5,0,3,3","5,0,3,3,11"
00599.png,"10,7,8,6,7","7,8,6,7,11"
00600.png,"10,8,7,4,8","8,7,4,8,11"
00601.png,"10,3,9,0,6","3,9,0,6,11"
00602.png,"10,0,1,1,2","0,1,1,2,11"
00603.png,"10,7,0,1,4","7,0,1,4,11"
00604.png,"10,1,8,6,0","1,8,6,0,11"
00605.png,"10,4,8,0,2","4,8,0,2,11"
00606.png,"10,2,0,6,3","2,0,6,3,11"
00607.png,"10,0,9,9,4","0,9,9,4,11"
00608.png,"10,8,0,2,0","8,0,2,0,11"
00609.png,"10,3,1,7,6","3,1,7,6,11"
00610.png,"10,5,6,1,8","5,6,1,8,11"
00611.png,"10,6,3,0,7","6,3,0,7,11"
00612.png,"10,0,0,1,9","0,0,1,9,11"
00613.png,"10,1,9,3,1","1,9,3,1,11"
00614.png,"10,5,4,3,2","5,4,3,2,11"
00615.png,"10,0,6,8,8","0,6,8,8,11"
00616.png,"10,9,1,4,8","9,1,4,8,11"
00617.png,"10,4,6,0,0","4,6,0,0,11"
00618.png,"10,9,5,7,3","9,5,7,3,11"
00619.png,"10,2,0,6,3","2,0,6,3,11"
00620.png,"10,2,3,1,1","2,3,1,1,11"
00621.png,"10,1,8,5,9","1,8,5,9,11"
00622.png,"10,5,9,0,7","5,9,0,7,11"
00623.png,"10,0,1,0,1","0,1,0,1,11"
00624.png,"10,6,1,5,1","6,1,5,1,11"
00625.png,"10,8,6,3,0","8,6,3,0,11"
00626.png,"10,8,6,2,2","8,6,2,2,11"
00627.png,"10,5,4,7,1","5,4,7,1,11"
00628.png,"10,7,9,8,5","7,9,8,5,11"
00629.png,"10,4,2,5,0","4,2,5,0,11"
00630.png,"10,2,2,7,1","2,2,7,1,11"
00631.png,"10,2,3,6,9","2,3,6,9,11"
00632.png,"10,5,3,4,2","5,3,4,2,11"
00633.png,"10,2,2,7,0","2,2,7,0,11"
00634.png,"10,7,6,9,1","7,6,9,1,11"
00635.png,"10,7,8,0,7","7,8,0,7,11"
00636.png,"10,3,2,7,4","3,2,7,4,11"
00637.png,"10,0,1,7,2","0,1,7,2,11"
00638.png,"10,4,2,8,9","4,2,8,9,11"
00639.png,"10,8,7,1,3","8,7,1,3,11"
00640.png,"10,6,6,7,8","6,6,7,8,11"
00641.png,"10,0,4,7,8","0,4,7,8,11"
00642.png,"10,7,3,7,8","7,3,7,8,11"
00643.png,"10,6,9,6,2","6,9,6,2,11"
00644.png,"10,2,8,3,1","2,8,3,1,11"
00645.png,"10,3,9,6,7","3,9,6,7,11"
00646.png,"10,5,7,1,0","5,7,1,0,11"
00647.png,"10,2,5,3,3","2,5,3,3,11"
00648.png,"10,5,8,4,7","5,8,4,7,11"
00649.png,"10,8,1,7,2","8,1,7,2,11"
00650.png,"10,0,3,6,9","0,3,6,9,11"
00651.png,"10,2,8,7,8","2,8,7,8,11"
00652.png,"10,1,0,9,0","1,0,9,0,11"
00653.png,"10,7,6,6,2","7,6,6,2,11"
00654.png,"10,0,3,1,5","0,3,1,5,11"
00655.png,"10,9,5,5,2","9,5,5,2,11"
00656.png,"10,5,6,3,2","5,6,3,2,11"
00657.png,"10,4,8,7,0","4,8,7,0,11"
00658.png,"10,9,1,8,2","9,1,8,2,11"
00659.png,"10,1,5,7,8","1,5,7,8,11"
00660.png,"10,3,6,1,7","3,6,1,7,11"
00661.png,"10,1,6,0,6","1,6,0,6,11"
00662.png,"10,6,4,6,6","6,4,6,6,11"
00663.png,"10,9,1,7,4","9,1,7,4,11"
00664.png,"10,9,2,7,0","9,2,7,0,11"
00665.png,"10,1,3,1,1","1,3,1,1,11"
00666.png,"10,0,4,4,9","0,4,4,9,11"
00667.png,"10,8,2,3,8","8,2,3,8,11"
00668.png,"10,8,2,3,7","8,2,3,7,11"
00669.png,"10,2,4,2,6","2,4,2,6,11"
00670.png,"10,0,1,4,0","0,1,4,0,11"
00671.png,"10,1,6,7,9","1,6,7,9,11"
00672.png,"10,7,2,1,4","7,2,1,4,11"
00673.png,"10,0,1,0,4","0,1,0,4,11"
00674.png,"10,8,1,0,1","8,1,0,1,11"
00675.png,"10,4,1,5,7","4,1,5,7,11"
00676.png,"10,7,5,7,2","7,5,7,2,11"
00677.png,"10,9,1,7,3","9,1,7,3,11"
00678.png,"10,1,5,7,3","1,5,7,3,11"
00679.png,"10,4,8,8,5","4,8,8,5,11"
00680.png,"10,2,5,3,7","2,5,3,7,11"
00681.png,"10,7,6,9,5","7,6,9,5,11"
00682.png,"10,2,7,9,0","2,7,9,0,11"
00683.png,"10,8,5,2,8","8,5,2,8,11"
00684.png,"10,3,2,3,9","3,2,3,9,11"
00685.png,"10,0,9,5,5","0,9,5,5,11"
00686.png,"10,2,3,3,9","2,3,3,9,11"
00687.png,"10,0,9,4,7","0,9,4,7,11"
00688.png,"10,8,0,2,5","8,0,2,5,11"
00689.png,"10,7,4,8,3","7,4,8,3,11"
00690.png,"10,4,0,9,7","4,0,9,7,11"
00691.png,"10,1,8,2,4","1,8,2,4,11"
00692.png,"10,2,4,7,3","2,4,7,3,11"
00693.png,"10,4,0,6,5","4,0,6,5,11"
00694.png,"10,9,1,0,0","9,1,0,0,11"
00695.png,"10,1,8,0,3","1,8,0,3,11"
00696.png,"10,1,0,3,5","1,0,3,5,11"
00697.png,"10,2,2,3,0","2,2,3,0,11"
00698.png,"10,5,3,8,2","5,3,8,2,11"
00699.png,"10,8,4,2,2","8,4,2,2,11"
00700.png,"10,4,7,3,0","4,7,3,0,11"
00701.png,"10,8,3,7,9","8,3,7,9,11"
00702.png,"10,1,7,8,9","1,7,8,9,11"
00703.png,"10,6,0,8,4","6,0,8,4,11"
00704.png,"10,6,9,0,8","6,9,0,8,11"
00705.png,"10,8,3,2,5","8,3,2,5,11"
00706.png,"10,7,9,3,0","7,9,3,0,11"
00707.png,"10,4,7,1,9","4,7,1,9,11"
00708.png,"10,5,0,2,4","5,0,2,4,11"
00709.png,"10,1,3,1,1","1,3,1,1,11"
00710.png,"10,5,0,2,9","5,0,2,9,11"
00711.png,"10,7,5,4,5","7,5,4,5,11"
00712.png,"10,8,9,2,2","8,9,2,2,11"
00713.png,"10,4,2,9,5","4,2,9,5,11"
00714.png,"10,3,2,1,8","3,2,1,8,11"
00715.png,"10,6,7,1,2","6,7,1,2,11"
00716.png,"10,6,0,7,7","6,0,7,7,11"
00717.png,"10,2,6,2,6","2,6,2,6,11"
00718.png,"10,7,5,3,1","7,5,3,1,11"
00719.png,"10,6,1,0,1","6,1,0,1,11"
00720.png,"10,1,4,1,3","1,4,1,3,11"
00721.png,"10,2,7,0,7","2,7,0,7,11"
00722.png,"10,7,3,7,7","7,3,7,7,11"
00723.png,"10,6,8,3,6","6,8,3,6,11"
00724.png,"10,3,8,2,8","3,8,2,8,11"
00725.png,"10,6,2,0,6","6,2,0,6,11"
00726.png,"10,3,1,0,1","3,1,0,1,11"
00727.png,"10,9,5,9,5","9,5,9,5,11"
00728.png,"10,8,1,2,6","8,1,2,6,11"
00729.png,"10,3,8,0,0","3,8,0,0,11"
00730.png,"10,3,3,4,4","3,3,4,4,11"
00731.png,"10,1,4,0,1","1,4,0,1,11"
00732.png,"10,1,6,3,7","1,6,3,7,11"
00733.png,"10,5,7,7,3","5,7,7,3,11"
00734.png,"10,5,6,2,2","5,6,2,2,11"
00735.png,"10,4,8,1,5","4,8,1,5,11"
00736.png,"10,9,0,3,9","9,0,3,9,11"
00737.png,"10,6,7,2,0","6,7,2,0,11"
00738.png,"10,8,0,9,0","8,0,9,0,11"
00739.png,"10,3,7,0,6","3,7,0,6,11"
00740.png,"10,2,3,3,5","2,3,3,5,11"
00741.png,"10,8,4,1,1","8,4,1,1,11"
00742.png,"10,5,0,8,5","5,0,8,5,11"
00743.png,"10,7,8,3,0","7,8,3,0,11"
00744.png,"10,6,6,5,7","6,6,5,7,11"
00745.png,"10,9,2,9,3","9,2,9,3,11"
00746.png,"10,9,1,1,1","9,1,1,1,11"
00747.png,"10,5,7,3,0","5,7,3,0,11"
00748.png,"10,8,6,0,1","8,6,0,1,11"
00749.png,"10,7,5,9,9","7,5,9,9,11"
00750.png,"10,7,0,5,6","7,0,5,6,11"
00751.png,"10,3,1,6,2","3,1,6,2,11"
00752.png,"10,8,3,5,3","8,3,5,3,11"
00753.png,"10,2,3,0,2","2,3,0,2,11"
00754.png,"10,9,8,7,1","9,8,7,1,11"
00755.png,"10,7,8,7,4","7,8,7,4,11"
00756.png,"10,9,1,9,8","9,1,9,8,11"
00757.png,"10,6,2,0,1","6,2,0,1,11"
00758.png,"10,1,9,1,6","1,9,1,6,11"
00759.png,"10,9,5,1,5","9,5,1,5,11"
00760.png,"10,0,6,5,4","0,6,5,4,11"
00761.png,"10,4,0,0,5","4,0,0,5,11"
00762.png,"10,8,0,0,0","8,0,0,0,11"
00763.png,"10,1,7,0,2","1,7,0,2,11"
00764.png,"10,6,5,7,2","6,5,7,2,11"
00765.png,"10,6,0,5,5","6,0,5,5,11"
00766.png,"10,2,5,9,5","2,5,9,5,11"
00767.png,"10,9,6,6,1","9,6,6,1,11"
00768.png,"10,8,9,3,3","8,9,3,3,11"
00769.png,"10,1,1,8,4","1,1,8,4,11"
00770.png,"10,5,4,7,5","5,4,7,5,11"
00771.png,"10,8,6,1,9","8,6,1,9,11"
00772.png,"10,5,0,8,5","5,0,8,5,11"
00773.png,"10,9,6,0,7","9,6,0,7,11"
00774.png,"10,0,4,0,5","0,4,0,5,11"
00775.png,"10,2,1,3,8","2,1,3,8,11"
00776.png,"10,3,3,8,0","3,3,8,0,11"
00777.png,"10,9,3,7,0","9,3,7,0,11"
00778.png,"10,9,1,0,9","9,1,0,9,11"
00779.png,"10,2,0,8,1","2,0,8,1,11"
00780.png,"10,8,3,7,2","8,3,7,2,11"
00781.png,"10,8,2,9,7","8,2,9,7,11"
00782.png,"10,3,0,2,3","3,0,2,3,11"
00783.png,"10,2,8,5,1","2,8,5,1,11"
00784.png,"10,4,1,7,8","4,1,7,8,11"
00785.png,"10,5,4,1,8","5,4,1,8,11"
00786.png,"10,4,1,2,1","4,1,2,1,11"
00787.png,"10,7,4,0,4","7,4,0,4,11"
00788.png,"10,0,4,7,7","0,4,7,7,11"
00789.png,"10,1,1,3,7","1,1,3,7,11"
00790.png,"10,1,8,3,8","1,8,3,8,11"
00791.png,"10,0,8,5,9","0,8,5,9,11"
00792.png,"10,2,9,4,6","2,9,4,6,11"
00793.png,"10,1,8,5,2","1,8,5,2,11"
00794.png,"10,7,6,7,9","7,6,7,9,11"
00795.png,"10,1,2,7,4","1,2,7,4,11"
00796.png,"10,3,5,7,2","3,5,7,2,11"
00797.png,"10,9,5,0,5","9,5,0,5,11"
00798.png,"10,4,1,9,4","4,1,9,4,11"
00799.png,"10,0,1,4,9","0,1,4,9,11"
00800.png,"10,9,6,1,3","9,6,1,3,11"
00801.png,"10,8,0,6,3","8,0,6,3,11"
00802.png,"10,4,3,2,0","4,3,2,0,11"
00803.png,"10,2,5,3,2","2,5,3,2,11"
00804.png,"10,9,4,6,2","9,4,6,2,11"
00805.png,"10,6,6,4,1","6,6,4,1,11"
00806.png,"10,5,4,6,3","5,4,6,3,11"
00807.png,"10,5,1,3,2","5,1,3,2,11"
00808.png,"10,7,1,1,1","7,1,1,1,11"
00809.png,"10,7,6,4,1","7,6,4,1,11"
00810.png,"10,5,3,6,7","5,3,6,7,11"
00811.png,"10,9,3,6,3","9,3,6,3,11"
00812.png,"10,2,8,6,4","2,8,6,4,11"
00813.png,"10,0,9,6,7","0,9,6,7,11"
00814.png,"10,4,1,8,3","4,1,8,3,11"
00815.png,"10,1,8,6,5","1,8,6,5,11"
00816.png,"10,0,2,4,8","0,2,4,8,11"
00817.png,"10,5,4,3,2","5,4,3,2,11"
00818.png,"10,0,7,7,3","0,7,7,3,11"
00819.png,"10,3,9,5,2","3,9,5,2,11"
00820.png,"10,1,1,4,0","1,1,4,0,11"
00821.png,"10,2,2,7,0","2,2,7,0,11"
00822.png,"10,2,1,7,2","2,1,7,2,11"
00823.png,"10,2,0,1,4","2,0,1,4,11"
00824.png,"10,8,3,7,7","8,3,7,7,11"
00825.png,"10,1,9,5,1","1,9,5,1,11"
00826.png,"10,3,5,6,5","3,5,6,5,11"
00827.png,"10,9,8,0,9","9,8,0,9,11"
00828.png,"10,1,4,2,8","1,4,2,8,11"
00829.png,"10,6,7,2,8","6,7,2,8,11"
00830.png,"10,6,4,6,8","6,4,6,8,11"
00831.png,"10,4,4,0,4","4,4,0,4,11"
00832.png,"10,6,6,4,5","6,6,4,5,11"
00833.png,"10,5,2,2,3","5,2,2,3,11"
00834.png,"10,0,1,0,3","0,1,0,3,11"
00835.png,"10,7,5,9,5","7,5,9,5,11"
00836.png,"10,4,2,1,7","4,2,1,7,11"
00837.png,"10,8,8,4,2","8,8,4,2,11"
00838.png,"10,9,9,7,3","9,9,7,3,11"
00839.png,"10,5,9,7,7","5,9,7,7,11"
00840.png,"10,2,2,5,6","2,2,5,6,11"
00841.png,"10,9,8,9,5","9,8,9,5,11"
00842.png,"10,9,2,1,7","9,2,1,7,11"
00843.png,"10,1,3,5,3","1,3,5,3,11"
00844.png,"10,5,1,0,9","5,1,0,9,11"
00845.png,"10,3,5,0,9","3,5,0,9,11"
00846.png,"10,9,3,9,4","9,3,9,4,11"
00847.png,"10,1,7,3,0","1,7,3,0,11"
00848.png,"10,5,4,3,6","5,4,3,6,11"
00849.png,"10,0,0,6,0","0,0,6,0,11"
00850.png,"10,7,3,5,6","7,3,5,6,11"
00851.png,"10,3,9,0,4","3,9,0,4,11"
00852.png,"10,3,2,7,0","3,2,7,0,11"
00853.png,"10,2,0,9,6","2,0,9,6,11"
00854.png,"10,0,6,9,1","0,6,9,1,11"
00855.png,"10,4,1,0,8","4,1,0,8,11"
00856.png,"10,1,6,2,0","1,6,2,0,11"
00857.png,"10,2,5,7,9","2,5,7,9,11"
00858.png,"10,3,1,5,1","3,1,5,1,11"
00859.png,"10,0,5,2,7","0,5,2,7,11"
00860.png,"10,5,7,1,4","5,7,1,4,11"
00861.png,"10,4,5,8,8","4,5,8,8,11"
00862.png,"10,5,6,5,0","5,6,5,0,11"
00863.png,"10,7,2,2,9","7,2,2,9,11"
00864.png,"10,4,2,4,6","4,2,4,6,11"
00865.png,"10,9,4,8,1","9,4,8,1,11"
00866.png,"10,4,0,9,8","4,0,9,8,11"
00867.png,"10,0,9,1,3","0,9,1,3,11"
00868.png,"10,0,7,1,6","0,7,1,6,11"
00869.png,"10,5,4,9,6","5,4,9,6,11"
00870.png,"10,4,8,4,0","4,8,4,0,11"
00871.png,"10,5,1,4,8","5,1,4,8,11"
00872.png,"10,5,9,4,6","5,9,4,6,11"
00873.png,"10,6,2,0,2","6,2,0,2,11"
00874.png,"10,2,3,7,1","2,3,7,1,11"
00875.png,"10,6,9,0,2","6,9,0,2,11"
00876.png,"10,1,1,5,2","1,1,5,2,11"
00877.png,"10,8,3,5,5","8,3,5,5,11"
00878.png,"10,6,4,5,4","6,4,5,4,11"
00879.png,"10,7,2,2,4","7,2,2,4,11"
00880.png,"10,0,7,5,2","0,7,5,2,11"
00881.png,"10,7,9,1,0","7,9,1,0,11"
00882.png,"10,7,8,4,1","7,8,4,1,11"
00883.png,"10,7,2,5,4","7,2,5,4,11"
00884.png,"10,6,7,0,8","6,7,0,8,11"
00885.png,"10,7,5,0,4","7,5,0,4,11"
00886.png,"10,8,6,1,0","8,6,1,0,11"
00887.png,"10,1,3,3,7","1,3,3,7,11"
00888.png,"10,9,9,5,8","9,9,5,8,11"
00889.png,"10,4,3,5,2","4,3,5,2,11"
00890.png,"10,7,7,9,8","7,7,9,8,11"
00891.png,"10,2,8,0,8","2,8,0,8,11"
00892.png,"10,8,8,1,3","8,8,1,3,11"
00893.png,"10,0,4,7,4","0,4,7,4,11"
00894.png,"10,4,1,8,9","4,1,8,9,11"
00895.png,"10,9,9,1,7","9,9,1,7,11"
00896.png,"10,2,5,6,4","2,5,6,4,11"
00897.png,"10,5,1,2,3","5,1,2,3,11"
00898.png,"10,1,2,7,7","1,2,7,7,11"
00899.png,"10,4,7,9,4","4,7,9,4,11"
00900.png,"10,9,0,1,9","9,0,1,9,11"
00901.png,"10,2,3,7,2","2,3,7,2,11"
00902.png,"10,6,5,7,5","6,5,7,5,11"
00903.png,"10,4,3,2,8","4,3,2,8,11"
00904.png,"10,5,2,2,9","5,2,2,9,11"
00905.png,"10,4,0,2,0","4,0,2,0,11"
00906.png,"10,1,1,6,2","1,1,6,2,11"
00907.png,"10,8,9,5,0","8,9,5,0,11"
00908.png,"10,5,8,6,9","5,8,6,9,11"
00909.png,"10,4,1,8,5","4,1,8,5,11"
00910.png,"10,6,4,0,7","6,4,0,7,11"
00911.png,"10,7,8,8,9","7,8,8,9,11"
00912.png,"10,0,0,1,6","0,0,1,6,11"
00913.png,"10,5,8,8,0","5,8,8,0,11"
00914.png,"10,2,7,3,7","2,7,3,7,11"
00915.png,"10,4,2,2,7","4,2,2,7,11"
00916.png,"10,3,9,8,0","3,9,8,0,11"
00917.png,"10,3,4,1,1","3,4,1,1,11"
00918.png,"10,6,2,2,9","6,2,2,9,11"
00919.png,"10,7,9,1,1","7,9,1,1,11"
00920.png,"10,1,6,8,6","1,6,8,6,11"
00921.png,"10,7,2,5,7","7,2,5,7,11"
00922.png,"10,2,2,1,9","2,2,1,9,11"
00923.png,"10,9,2,0,5","9,2,0,5,11"
00924.png,"10,7,3,2,0","7,3,2,0,11"
00925.png,"10,8,3,4,5","8,3,4,5,11"
00926.png,"10,6,9,0,5","6,9,0,5,11"
00927.png,"10,5,6,2,1","5,6,2,1,11"
00928.png,"10,2,3,9,3","2,3,9,3,11"
00929.png,"10,1,0,5,1","1,0,5,1,11"
00930.png,"10,5,2,7,8","5,2,7,8,11"
00931.png,"10,4,1,1,2","4,1,1,2,11"
00932.png,"10,5,1,8,8","5,1,8,8,11"
00933.png,"10,7,1,9,4","7,1,9,4,11"
00934.png,"10,3,7,5,8","3,7,5,8,11"
00935.png,"10,4,7,2,6","4,7,2,6,11"
00936.png,"10,6,2,0,9","6,2,0,9,11"
00937.png,"10,6,7,2,3","6,7,2,3,11"
00938.png,"10,7,7,2,1","7,7,2,1,11"
00939.png,"10,3,9,1,2","3,9,1,2,11"
00940.png,"10,7,5,6,1","7,5,6,1,11"
00941.png,"10,8,1,0,4","8,1,0,4,11"
00942.png,"10,2,3,1,4","2,3,1,4,11"
00943.png,"10,0,0,7,5","0,0,7,5,11"
00944.png,"10,4,2,6,1","4,2,6,1,11"
00945.png,"10,4,1,0,1","4,1,0,1,11"
00946.png,"10,1,4,4,4","1,4,4,4,11"
00947.png,"10,2,8,1,2","2,8,1,2,11"
00948.png,"10,3,6,3,4","3,6,3,4,11"
00949.png,"10,4,3,3,9","4,3,3,9,11"
00950.png,"10,3,2,9,7","3,2,9,7,11"
00951.png,"10,4,3,3,7","4,3,3,7,11"
00952.png,"10,5,8,1,5","5,8,1,5,11"
00953.png,"10,0,9,0,5","0,9,0,5,11"
00954.png,"10,0,3,5,6","0,3,5,6,11"
00955.png,"10,9,5,8,5","9,5,8,5,11"
00956.png,"10,2,8,8,6","2,8,8,6,11"
00957.png,"10,5,9,4,7","5,9,4,7,11"
00958.png,"10,5,3,8,0","5,3,8,0,11"
00959.png,"10,5,3,4,6","5,3,4,6,11"
00960.png,"10,1,5,1,7","1,5,1,7,11"
00961.png,"10,9,1,0,4","9,1,0,4,11"
00962.png,"10,7,5,3,3","7,5,3,3,11"
00963.png,"10,6,5,4,7","6,5,4,7,11"
00964.png,"10,3,1,3,0","3,1,3,0,11"
00965.png,"10,2,9,9,6","2,9,9,6,11"
00966.png,"10,6,8,4,0","6,8,4,0,11"
00967.png,"10,5,4,8,7","5,4,8,7,11"
00968.png,"10,8,8,1,0","8,8,1,0,11"
00969.png,"10,3,6,5,2","3,6,5,2,11"
00970.png,"10,9,3,8,9","9,3,8,9,11"
00971.png,"10,7,4,2,9","7,4,2,9,11"
00972.png,"10,1,3,0,0","1,3,0,0,11"
00973.png,"10,2,7,1,2","2,7,1,2,11"
00974.png,"10,5,9,9,1","5,9,9,1,11"
00975.png,"10,1,5,1,8","1,5,1,8,11"
00976.png,"10,7,6,2,7","7,6,2,7,11"
00977.png,"10,1,7,8,4","1,7,8,4,11"
00978.png,"10,9,9,9,4","9,9,9,4,11"
00979.png,"10,1,7,8,1","1,7,8,1,11"
00980.png,"10,1,0,2,5","1,0,2,5,11"
00981.png,"10,4,8,0,9","4,8,0,9,11"
00982.png,"10,4,4,1,9","4,4,1,9,11"
00983.png,"10,2,0,5,8","2,0,5,8,11"
00984.png,"10,6,2,4,1","6,2,4,1,11"
00985.png,"10,5,6,8,3","5,6,8,3,11"
00986.png,"10,0,2,6,9","0,2,6,9,11"
00987.png,"10,1,5,8,6","1,5,8,6,11"
00988.png,"10,9,3,2,9","9,3,2,9,11"
00989.png,"10,1,8,9,2","1,8,9,2,11"
00990.png,"10,4,6,7,1","4,6,7,1,11"
00991.png,"10,5,8,3,8","5,8,3,8,11"
00992.png,"10,2,6,2,0","2,6,2,0,11"
00993.png,"10,2,9,2,7","2,9,2,7,11"
00994.png,"10,2,1,6,8","2,1,6,8,11"
00995.png,"10,8,0,5,3","8,0,5,3,11"
00996.png,"10,4,4,8,4","4,4,8,4,11"
00997.png,"10,4,1,2,3","4,1,2,3,11"
00998.png,"10,6,5,5,2","6,5,5,2,11"
00999.png,"10,3,1,6,8","3,1,6,8,11"
01000.png,"10,8,3,7,0","8,3,7,0,11"
01001.png,"10,3,2,6,3","3,2,6,3,11"
01002.png,"10,8,4,8,5","8,4,8,5,11"
01003.png,"10,6,6,0,0","6,6,0,0,11"
01004.png,"10,2,5,1,5","2,5,1,5,11"
01005.png,"10,1,9,9,9","1,9,9,9,11"
01006.png,"10,2,9,1,2","2,9,1,2,11"
01007.png,"10,4,8,6,0","4,8,6,0,11"
01008.png,"10,9,7,6,8","9,7,6,8,11"
01009.png,"10,6,0,0,4","6,0,0,4,11"
01010.png,"10,8,4,1,2","8,4,1,2,11"
01011.png,"10,1,0,0,2","1,0,0,2,11"
01012.png,"10,5,9,2,4","5,9,2,4,11"
01013.png,"10,8,8,1,4","8,8,1,4,11"
01014.png,"10,8,1,2,9","8,1,2,9,11"
01015.png,"10,0,7,9,1","0,7,9,1,11"
01016.png,"10,4,1,7,9","4,1,7,9,11"
01017.png,"10,9,9,8,7","9,9,8,7,11"
01018.png,"10,5,1,8,2","5,1,8,2,11"
01019.png,"10,5,6,7,2","5,6,7,2,11"
01020.png,"10,7,5,9,2","7,5,9,2,11"
01021.png,"10,5,0,6,8","5,0,6,8,11"
01022.png,"10,0,2,6,7","0,2,6,7,11"
01023.png,"10,2,3,3,0","2,3,3,0,11"
01024.png,"10,3,8,2,2","3,8,2,2,11"
01025.png,"10,8,2,3,1","8,2,3,1,11"
01026.png,"10,5,5,0,7","5,5,0,7,11"
01027.png,"10,2,2,9,2","2,2,9,2,11"
01028.png,"10,2,3,2,5","2,3,2,5,11"
01029.png,"10,6,1,4,8","6,1,4,8,11"
01030.png,"10,5,2,8,8","5,2,8,8,11"
01031.png,"10,6,1,8,2","6,1,8,2,11"
01032.png,"10,0,6,7,3","0,6,7,3,11"
01033.png,"10,8,2,9,4","8,2,9,4,11"
01034.png,"10,7,5,2,9","7,5,2,9,11"
